x0,x1,x2,x3,x4,x5,x6,x7,accuracy
0.04617824828096321,0.5763278508826174,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.0613510808945187,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.9683558817083822,0.8481939775490484,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.7706991429874871,0.9586076243340137,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.5104078588115311,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.2692091185709685,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.763369
0.9839286042900904,0.38386489507086613,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.87270132857742,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.6014368877690296,0.7522818025131311,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.08567553271196468,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.764706
0.9437662504345388,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.7200100171444389,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.5094215292725562,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.77139
0.7007917736199116,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.8772891634735678,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.763369
0.7075377458976727,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.770053
0.07877512016424366,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.9579741287525754,0.9323680458443804,0.0,0.0,1.0,1.0,0.0,0.0,0.755348
0.07982380967337238,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.4521659934633444,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.09820650189397889,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.5605573716737627,0.2064724576666049,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.9934196106543157,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.11614631640879963,0.7049346505136523,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.7754475827612759,0.8856018194603297,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.8306181765125343,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.32426596537419344,0.7319779797866937,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.33002470244165927,0.5858647770776355,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.6443552365689345,0.3764731658802923,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.6933343553868021,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.23929512314919346,0.9371084303895868,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.9295777393403593,0.5149152864364335,0.0,0.0,1.0,1.0,0.0,0.0,0.755348
0.7799406555699087,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.763369
0.7817267037441419,0.30198180403002933,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.990360615338059,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.219967272368236,0.5584474851272602,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.008282557810081113,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.766043
0.30789335766605164,0.40321963652481174,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.6934381993088291,0.2795938212007628,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.8814094485132299,0.6386476266114428,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.3235465636949478,0.3268748267767018,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.39783694310502005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.9143233124385587,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.9176568582417551,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.3813455421213107,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.6446317861426153,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.8694695486104679,0.8635216001759007,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.03367136348675668,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.4301478912387565,0.4488644435191464,0.0,0.0,1.0,1.0,0.0,0.0,0.766043
0.35129506489442547,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.8768731476934438,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.764706
0.493910888449543,0.8406058254913326,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.19918465853764644,0.47129185320981926,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.6603984479965938,0.8509857071216227,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.4795157551774721,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.15927413510756813,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.44117091554937066,0.900445078703837,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.037216645165400915,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.038389036489453576,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.766043
0.9866971830380549,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.7336040238549487,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.7450955099898332,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.6413669757569509,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.11861511401947343,0.8511101879346619,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.8659148867286561,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.77139
0.810176100395485,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.6240744042398583,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.772727
0.9692081775752868,0.9558471790133736,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.1639102550119303,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.3408919004892535,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.8168240316441829,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.77139
0.035608138773112405,0.24391838373201302,0.0,0.0,1.0,1.0,0.0,0.0,0.766043
0.5934700241529934,0.8356431522256028,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.014448827249341434,0.3508182928397873,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.5035461634225236,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.08392392390561834,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.764706
0.0014694552860585312,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.759358
0.736178374447419,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.7638105135007027,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.5663490692143053,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.33929475823090505,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.32848653127360306,0.7486457371816497,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.5311698436127451,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.7419916499099432,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.9126061826534663,0.25111808897931803,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.8036050368342388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.5063088224174606,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.29861030247219694,0.951345203587661,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.9341435865390705,0.22296718586373232,0.0,0.0,1.0,1.0,0.0,0.0,0.774064
0.019589462905215287,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.766043
0.16364317414472704,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.8110072027555503,0.7739687749186762,0.0,0.0,1.0,1.0,0.0,0.0,0.763369
0.27834754330029476,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.11819258669860563,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.6219835510916972,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.2748083072689161,0.8668644947509994,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.6546698437777252,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.20248781561298715,0.4616004171425573,0.0,0.0,1.0,1.0,0.0,0.0,0.76738
0.43533560205251604,0.5696321992290986,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.8444201966804358,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.3686416229244316,0.3433322154336412,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.45010445311293795,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.766043
0.7339841470269144,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.289511743621634,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.004216170763989561,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.759358
0.2942234967900816,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.8925823781773979,0.8675936432282328,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.11582818245823667,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.2271192026848922,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.6041950863966926,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.9177846432201943,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.763369
0.5453326729999728,0.16535383476626403,0.0,0.0,1.0,1.0,0.0,0.0,0.763369
0.46207367352975176,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.5245391612253976,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.768717
0.58373597319872,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.77139
0.7311159490016091,0.8874149659287542,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.5308156029826797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.3367041998655614,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.599068671983636,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.774064
0.8533760615473897,0.26859088279222076,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.37968440273020265,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.457863890477371,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.768717
0.10292428439194487,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.766043
0.09468624508903936,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.9087013102642173,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.77139
0.4604417058776469,0.8234388936463579,0.0,0.0,1.0,1.0,0.0,0.0,0.76738
0.21098878921253145,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.290123180841613,0.899668585471951,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.16334603940900652,0.9810794428154801,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.8366973817772457,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.18097272507314877,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.54843786388425,0.6657605545926977,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.014278970552761961,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.006640950994147006,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.34718774419838516,0.9678179014801985,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.9433348777288671,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.763369
0.8617217380591756,0.9083310200349578,0.0,0.0,1.0,1.0,0.0,0.0,0.756684
0.3483616085909071,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.8986101700594094,0.42814416681414813,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.7759335909297154,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.7062248526748701,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.20573919813914715,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.07367549542297641,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.764706
0.43564252365697176,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.766043
0.881855263647613,0.9090826118985406,0.0,0.0,1.0,1.0,0.0,0.0,0.756684
0.30853842926760144,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.6301309205700883,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.3052819236748668,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.10662681548320244,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.4393218735848685,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.34359090308148627,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.09078136655735491,0.21584330126551707,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.3010913673775807,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.5729450470986349,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.2954671595334758,0.17679163731779968,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.5404926238500126,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.11732362458788122,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.3766644115992743,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.23890921676733523,0.6972012491529257,0.0,0.0,1.0,1.0,0.0,0.0,0.778075
0.7278446583397311,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.762032
0.7112319780175205,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.6584873411666334,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.6604669076930261,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.8130284549722117,0.9291091022792338,0.0,0.0,1.0,1.0,0.0,0.0,0.755348
0.4924251321785533,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.9856463133512796,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.02812246018265854,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.6699888104334889,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.8025702564480771,0.673328810053987,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.5586378800320108,0.1700608833414547,0.0,0.0,1.0,1.0,0.0,0.0,0.763369
0.7019167624116551,0.3769008795615575,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.7490056599587059,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.8380253076811354,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.42820429344712846,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.762032
0.9839357885209576,0.2566281492169235,0.0,0.0,1.0,1.0,0.0,0.0,0.772727
0.01744839657634195,0.7216633135837999,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.7345119373945699,0.7809900882205796,0.0,0.0,1.0,1.0,0.0,0.0,0.762032
0.24185170215588336,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.27789833383123785,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.763369
0.6189998755124192,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.4256673867017612,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.766043
0.35466709751174913,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.7177885411089613,0.7092894061826429,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
0.9379982904602931,0.9180971694225636,0.0,0.0,1.0,1.0,0.0,0.0,0.756684
0.2374613229595067,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.7458201445306498,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.762032
0.9418513729997963,0.27794812557804077,0.0,0.0,1.0,1.0,0.0,0.0,0.77139
0.018847111139727618,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.760695
0.20326946425356418,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.42215446866240713,0.8594766741387171,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.5629654324024561,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.06881130490941706,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.762032
0.4054581345360767,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.0042168683831249,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.6685322751695494,0.7442100544944743,0.0,0.0,1.0,1.0,0.0,0.0,0.758021
0.4711474358875065,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.577262469587301,0.9408861377378803,0.0,0.0,1.0,1.0,0.0,0.0,0.755348
0.3589423389353852,0.30986239856544406,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.8652255774845433,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.759358
0.28282702460157894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.4113291280014146,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.056085171834449395,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.04026124196094655,0.3499269316661651,0.0,0.0,1.0,1.0,0.0,0.0,0.770053
0.105420547156656,0.5178161519140193,0.0,0.0,1.0,1.0,0.0,0.0,0.776738
0.5352976776650187,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.762032
0.8766328421985619,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.08988429308384109,0.7136278721996603,0.0,0.0,1.0,1.0,0.0,0.0,0.768717
0.5992903615405114,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.5978716703545923,0.7335104929460267,0.0,0.0,1.0,1.0,0.0,0.0,0.763369
0.8229235878179555,0.8772922184066441,0.0,0.0,1.0,1.0,0.0,0.0,0.760695
2.5216221625872995e-05,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.760695
0.25603767311853987,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.758021
0.5239458135674362,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.6299835339637474,0.21657394407890873,0.0,0.0,1.0,1.0,0.0,0.0,0.764706
0.09113498697207383,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.760695
0.30886508135722973,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.759358
0.40127731316510923,0.0,1.0,0.8,0.0,0.0,0.0,1.0,0.760695
0.82860412014862,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.762032
0.6971924551069814,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.772727
