batch_size,learning_rate,max_dropout,max_units,momentum,num_layers,weight_decay,accuracy
71.0,0.0018243300267253295,0.025926231827891333,293.0,0.21325193168301043,3.0,0.020472816917443872,64.22714074515268
457.0,0.01239328605026128,0.5472322491757223,950.0,0.16411425552061212,4.0,0.09762768273307641,49.75484200338222
352.0,0.0002103633313740744,0.3319798053011772,623.0,0.39125038484728947,1.0,0.05298643804566024,62.58070005637039
329.0,0.0004990970282009203,0.968540662820932,712.0,0.10264765935201169,3.0,0.04305257714106613,59.9610725263505
16.0,0.0002668905866905689,0.5018745921487388,252.0,0.16504588833160305,1.0,0.04185663296924015,63.322023803192906
230.0,0.0031298320746735286,0.0207519493594015,370.0,0.1674231280918207,4.0,0.019814305847314802,63.52091554014528
29.0,0.0018222619787163098,0.019475241487624584,230.0,0.304304450022221,4.0,0.0012879536509149588,65.30349602748322
27.0,0.00011059229929511224,0.7400496965154048,132.0,0.8217445949831458,3.0,0.09007247826316006,49.75484200338222
94.0,0.000849586839797424,0.7731650520792968,715.0,0.8983053483297235,1.0,0.051316540059666044,63.27948011614427
302.0,0.000670197472749198,0.17889592492099848,74.0,0.3370442147730286,2.0,0.030598832384434244,61.90106465576839
34.0,0.0012083326373602157,0.5231633414006761,294.0,0.16676589431281374,1.0,0.06887572892051744,63.2082194403378
43.0,0.02295918037365286,0.5305867556052941,108.0,0.45026558471877,1.0,0.06375571439540315,63.228427691685894
151.0,0.03603289913748951,0.5054533737348429,731.0,0.5582928773445519,1.0,0.06661350573185741,63.21141021686645
22.0,0.000987051220400902,0.7612497166748563,126.0,0.12095874942070696,1.0,0.06720098835723386,63.20928303251401
18.0,0.00041473271596757316,0.28910965978981684,472.0,0.11234445488510034,1.0,0.030234166677522042,63.39541166335181
95.0,0.000460400821402937,0.9469626038148141,534.0,0.48219961509141723,2.0,0.016722248917974625,62.405207347294755
446.0,0.001211069486194714,0.699512049949576,1024.0,0.5452701559306933,2.0,0.0996456079516588,62.628561704300104
325.0,0.0017111984720442413,0.5822769286725598,138.0,0.1308769681447354,1.0,0.06850002474996976,63.18694759681348
199.0,0.02207621519406376,0.5612396023276411,90.0,0.32267297759607916,2.0,0.018277508907998345,64.27925676178727
318.0,0.002281167485681001,0.2849059652276268,78.0,0.34668085078001776,4.0,0.07266631192492246,50.24515799661777
148.0,0.07723665217765914,0.38074848963511654,401.0,0.2213852737938978,1.0,0.09917518171943783,63.17205730634645
37.0,0.04084953009215733,0.44997542105079547,199.0,0.15283832303142064,2.0,0.001975945928750101,65.98738579679008
18.0,0.00011007090695481574,0.780100460524675,82.0,0.8552092434327613,4.0,0.042663172429735996,49.75484200338222
77.0,0.028294657137417915,0.30834960696491165,121.0,0.12908049723480972,2.0,0.0626474585231357,63.35924952936046
198.0,0.026428796663806896,0.6016142123702133,897.0,0.2299477876220027,1.0,0.018663815660808696,63.46773593133449
422.0,0.007248574894335152,0.4640981743044076,109.0,0.4799958834372459,3.0,0.010352721126449608,64.5153742249072
105.0,0.006397437038197494,0.7978990212826053,622.0,0.33359598456471334,1.0,0.04639620149694875,63.2752257474394
65.0,0.002244149374276339,0.05536604011186008,569.0,0.2007177533629145,2.0,0.05264468843447158,63.529424277555016
37.0,0.00022349669715967014,0.046095820672611754,417.0,0.3992362179093922,1.0,0.01910115697134612,63.4485912721626
57.0,0.00029380279387035364,0.9507143064099162,486.0,0.1429926236099579,3.0,0.005817780380698264,58.246561938290384
23.0,0.000958113958729467,0.6090665392794814,92.0,0.7167827134937558,2.0,0.0666123604076716,63.334786909307496
288.0,0.0011965545799559087,0.10479610436986975,504.0,0.40418405218717496,2.0,0.03938401731331426,62.99337382074217
493.0,0.002154807546828439,0.5495447268447254,139.0,0.2956271080678261,1.0,0.0048617148706355225,63.48049903744908
241.0,0.0008694223632297516,0.6348337060527302,127.0,0.8573269951183493,4.0,0.004296116180742869,63.12632284276917
16.0,0.02377402866254077,0.8915732671802584,140.0,0.2104041717502054,2.0,0.08647239156515894,63.068888865253506
87.0,0.0013550187134784195,0.22808310444933622,129.0,0.9822552926224637,2.0,0.04082563806131638,63.716616500569025
165.0,0.0007122607230141914,0.04471218220294604,165.0,0.881442794412852,4.0,0.015775440175688656,64.55153635889855
276.0,0.0001971757021368783,0.026117981569867332,114.0,0.41440459030381044,4.0,0.005398483057648391,55.621616447389414
300.0,0.00572208299154257,0.5611655402650342,225.0,0.3415161932390184,2.0,0.08274735311516682,63.19120196551834
67.0,0.00010612467078995534,0.3632394969650856,106.0,0.9219491934722743,3.0,0.08014011178908594,49.75484200338222
21.0,0.003920771109836776,0.9716559199897875,244.0,0.19244112648182243,2.0,0.08626441140139345,63.04229906084811
485.0,0.0011570160778242057,0.33341226601465335,413.0,0.6453803958305522,1.0,0.02479247685559099,63.4017932164091
21.0,0.0049873250259524805,0.23047709955172802,199.0,0.34888685494315713,2.0,0.08071187328860938,63.214600993395095
56.0,0.005191403038678936,0.4512059158933379,252.0,0.19425392812960768,1.0,0.030887357834254597,63.39541166335181
393.0,0.005256795129628643,0.15787058053479197,708.0,0.19085746653207322,1.0,0.02563549297542245,63.417747099052335
44.0,0.005022412773607791,0.186945816341878,156.0,0.24918142084376388,4.0,0.03794769740330442,50.24515799661777
277.0,0.07848366939245491,0.18134973249719977,728.0,0.10081614135247548,3.0,0.09236519822037213,49.75484200338222
17.0,0.007838737499163643,0.48910750796558466,668.0,0.19483784914142108,3.0,0.054284600890131644,62.701949564459
108.0,0.0002878165383075272,0.3962478937053667,73.0,0.3146499839584153,3.0,0.025616117103817598,59.64093128130949
58.0,0.0023499546226895254,0.567098167179614,333.0,0.20431050719269594,3.0,0.03134060274614507,63.87190095829654
33.0,0.0008130722569367211,0.031402719502580556,141.0,0.14529108818057285,1.0,0.06993438218524438,63.2018378872805
