x0,x1,x2,x3,x4,x5,accuracy
0.5166666666666667,0.0,0.6271186440677966,0.9992780041845017,0.4827586206896552,0.0,0.7
0.5833333333333334,0.0,0.6610169491525424,0.9962576582903272,0.3448275862068966,0.0,0.7
0.9166666666666666,0.0,0.05084745762711865,0.9988464053711666,0.06896551724137931,0.0,0.7
0.5833333333333334,0.0,0.2711864406779661,0.9590155496196351,0.2413793103448276,0.0,0.7
0.08333333333333333,0.0,0.13559322033898305,0.9446222688324698,0.8620689655172413,0.0,0.7
0.65,0.0,0.6610169491525424,0.8365323863414224,0.896551724137931,0.0,0.7
0.35,0.0,0.06779661016949153,0.9833469031670876,0.6896551724137931,0.0,0.7
0.8333333333333334,0.0,0.5423728813559322,0.9449111510080426,0.6896551724137931,0.0,0.7
0.5166666666666667,0.0,0.8813559322033898,0.9468563283791025,0.27586206896551724,0.0,0.7
0.6833333333333333,0.0,0.4067796610169492,0.9869923626493454,0.41379310344827586,0.0,0.7
0.2,0.0,0.847457627118644,0.9960567965127677,0.8620689655172413,0.0,0.7
0.9,0.0,0.4067796610169492,0.7675185807465058,0.8620689655172413,0.0,0.7
0.25,0.0,0.3220338983050847,0.7843406057117133,1.0,0.0,0.7
0.5833333333333334,0.0,0.288135593220339,0.9536667551721619,0.1724137931034483,0.0,0.7
0.23333333333333334,0.0,0.1694915254237288,0.9787446179858889,0.3448275862068966,0.0,0.7
0.35,0.0,0.8983050847457628,0.9456604481947809,0.20689655172413793,0.0,0.7
0.9166666666666666,0.0,0.9830508474576272,0.998138159127001,0.8275862068965517,0.0,0.7
0.18333333333333332,0.0,0.23728813559322035,0.9580955093007717,0.9310344827586207,0.0,0.7
0.4,0.0,0.8813559322033898,0.8796270420689852,0.20689655172413793,0.0,0.7
0.05,0.0,0.0,0.8095865756864342,0.7241379310344828,0.0,0.7
0.43333333333333335,0.0,0.0847457627118644,0.7821636142286158,1.0,0.0,0.7
0.9166666666666666,0.0,1.0,0.9205391932408001,0.13793103448275862,0.0,0.7
0.25,0.0,0.7627118644067796,0.8803573363995215,0.10344827586206896,0.0,0.7
0.4666666666666667,0.0,0.8305084745762712,0.9747168509920745,0.27586206896551724,0.0,0.7
0.65,0.0,0.4067796610169492,0.883986462488789,0.13793103448275862,0.0,0.7
0.6,0.0,0.711864406779661,0.9110794729202564,0.2413793103448276,0.0,0.7
0.23333333333333334,0.0,0.3898305084745763,0.9571924223370544,0.8275862068965517,0.0,0.7
0.2833333333333333,0.0,0.4745762711864407,0.978658833130133,0.5517241379310345,0.0,0.7
0.13333333333333333,0.0,0.5254237288135594,0.9758041208836612,0.41379310344827586,0.0,0.7
0.26666666666666666,0.0,0.2711864406779661,0.9318484822995783,0.9310344827586207,0.0,0.7
0.06666666666666667,0.0,0.2711864406779661,0.8357540777944246,0.4482758620689655,0.0,0.7
0.2,0.0,0.6440677966101694,0.985675811997762,0.8275862068965517,0.0,0.7
0.5333333333333333,0.0,0.7966101694915254,0.9534157834833298,0.5172413793103449,0.0,0.7
0.06666666666666667,0.0,0.2542372881355932,0.6574150221671333,0.7241379310344828,0.0,0.725
0.85,0.0,0.3389830508474576,0.8479772623076294,0.5172413793103449,0.0,0.7
0.5166666666666667,0.0,0.9830508474576272,0.9283981992295487,0.6896551724137931,0.0,0.7
0.23333333333333334,0.0,0.423728813559322,0.9268544889485535,0.6896551724137931,0.0,0.7
0.9,0.0,0.4745762711864407,0.5653097276126678,0.10344827586206896,0.0,0.725
0.36666666666666664,0.0,0.1864406779661017,0.989643838299522,0.10344827586206896,0.0,0.7
0.6166666666666667,0.0,0.5423728813559322,0.9790853410262549,0.4827586206896552,0.0,0.7
0.6166666666666667,0.0,0.8135593220338984,0.7638862627495383,0.4827586206896552,0.0,0.7
0.7166666666666667,0.0,0.847457627118644,0.95851988408652,0.41379310344827586,0.0,0.7
0.48333333333333334,0.0,0.8983050847457628,0.8755570440745267,0.1724137931034483,0.0,0.7
0.5833333333333334,0.0,0.711864406779661,0.894327784440668,1.0,0.0,0.7
0.35,0.0,0.7966101694915254,0.938339269444885,0.9310344827586207,0.0,0.7
0.7,0.0,0.5932203389830508,0.8330015574198152,0.6206896551724138,0.0,0.7
0.9,0.0,0.7627118644067796,0.8436822011495775,0.27586206896551724,0.0,0.7
0.6333333333333333,0.0,0.6271186440677966,0.9808283841808537,0.896551724137931,0.0,0.7
0.23333333333333334,0.0,0.8135593220338984,0.9828011179232014,0.3448275862068966,0.0,0.7
0.9,0.0,0.2542372881355932,0.8509013536487126,0.1724137931034483,0.0,0.7
0.35,0.0,0.3220338983050847,0.8606568780591071,0.7241379310344828,0.0,0.7
0.15,0.0,0.9322033898305084,0.7581467347841621,0.2413793103448276,0.0,0.7
0.6166666666666667,0.0,0.3220338983050847,0.8329712358826615,0.9655172413793104,0.0,0.7
0.4166666666666667,0.0,0.847457627118644,0.9188859543264744,0.4827586206896552,0.0,0.7
0.5833333333333334,0.0,0.8305084745762712,0.8309461932340864,0.3448275862068966,0.0,0.7
0.06666666666666667,0.0,0.3050847457627119,0.9823403622325034,0.8275862068965517,0.0,0.7
